customer_id,age,city,employment_type,monthly_income,credit_score,product,loan_amount,tenure_months,interest_rate,emi,disbursement_date,days_past_due,default_flag
CUST103471,49,Jaipur,Self-Employed,93391,627,Business Loan,514637,24,15.07,24970.14,2023-09-07,0,0
CUST103472,45,Pune,Self-Employed,57404,578,Home Loan,2016104,180,9.61,21186.68,2024-09-24,98,1
CUST103473,49,Chennai,Self-Employed,124684,491,Gold Loan,201309,6,9.44,34481.32,2023-08-07,181,1
CUST103474,37,Lucknow,Salaried,44135,645,Personal Loan,64925,12,12.25,5776.1,2024-08-04,0,0
CUST103475,30,Jaipur,Salaried,35197,643,Gold Loan,57706,6,12.89,9982.47,2024-11-12,0,0
CUST103476,33,Delhi,Self-Employed,58190,695,Business Loan,192770,12,17.96,17669.48,2023-01-15,0,0
CUST103477,35,Mumbai,Self-Employed,40368,629,Vehicle Loan,256308,36,12.18,8535.15,2024-04-24,0,0
CUST103478,46,Ahmedabad,Salaried,40390,539,Personal Loan,213817,48,13.81,5822.51,2023-04-24,0,0
CUST103479,43,Bengaluru,Salaried,35000,601,Home Loan,775681,180,9.95,8311.8,2023-11-04,0,0
CUST103480,41,Pune,Self-Employed,47940,581,Vehicle Loan,368708,48,12.42,9785.7,2024-07-18,0,0
CUST103481,39,Delhi,Salaried,47536,706,Gold Loan,232453,24,9.73,10697.58,2023-04-02,0,0
CUST103482,37,Bengaluru,Self-Employed,87447,758,Home Loan,1814558,300,9.18,15451.99,2024-03-20,0,0
CUST103483,40,Chennai,Self-Employed,29725,644,Vehicle Loan,195831,36,11.9,6495.04,2023-09-11,30,0
CUST103484,56,Mumbai,Salaried,20000,653,Personal Loan,61212,48,17.97,1797.14,2024-01-18,0,0
CUST103485,33,Chennai,Self-Employed,28794,670,Personal Loan,81510,24,13.94,3911.22,2024-05-18,222,1
CUST103486,54,Hyderabad,Salaried,57650,881,Vehicle Loan,332206,48,12.62,8849.73,2023-12-29,0,0
CUST103487,23,Jaipur,Business Owner,35857,668,Personal Loan,51864,12,18.01,4755.14,2024-09-08,0,0
CUST103488,37,Pune,Salaried,55501,594,Home Loan,2058972,300,10.19,18986.37,2023-08-25,0,0
CUST103489,44,Jaipur,Salaried,35000,647,Home Loan,818152,180,10.13,8857.09,2023-06-04,0,0
CUST103490,39,Mumbai,Salaried,116850,580,Business Loan,609420,36,12.32,20334.73,2023-10-21,0,0
CUST103491,45,Bengaluru,Self-Employed,62097,711,Business Loan,564213,60,11.94,12533.51,2024-03-29,318,1
CUST103492,23,Jaipur,Salaried,112135,779,Business Loan,345342,60,15.75,8352.24,2023-09-30,0,0
CUST103493,50,Mumbai,Business Owner,29387,680,Gold Loan,73051,12,9.64,6410.12,2024-04-25,0,0
CUST103494,39,Mumbai,Salaried,39560,739,Gold Loan,83413,18,10.82,5041.09,2024-11-18,0,0
CUST103495,29,Delhi,Self-Employed,49411,616,Personal Loan,79915,12,17.93,7323.94,2024-09-13,0,0
CUST103496,30,Chennai,Salaried,43628,650,Personal Loan,355516,48,17.52,10354.32,2024-07-17,0,0
CUST103497,42,Bengaluru,Self-Employed,64591,621,Gold Loan,93005,24,9.6,4274.56,2023-12-23,0,0
CUST103498,21,Mumbai,Self-Employed,57536,539,Personal Loan,445144,48,15.15,12422.56,2023-03-21,0,0
CUST103499,50,Lucknow,Self-Employed,64529,740,Business Loan,381331,24,13.49,18217.06,2024-05-07,0,0
CUST103500,48,Kolkata,Salaried,51614,640,Business Loan,457480,60,14.53,10770.88,2023-07-20,0,0
CUST103501,30,Kolkata,Salaried,26729,702,Personal Loan,161535,24,16.46,7944.81,2024-02-19,0,0
CUST103502,21,Pune,Salaried,25662,726,Personal Loan,122932,36,17.49,4412.9,2023-12-27,0,0
CUST103503,55,Pune,Self-Employed,84335,900,Personal Loan,173024,12,15.27,15638.91,2023-05-15,0,0
CUST103504,59,Lucknow,Salaried,25000,631,Business Loan,93573,12,17.24,8544.96,2023-12-26,0,0
CUST103505,36,Ahmedabad,Business Owner,45976,807,Vehicle Loan,426005,24,10.55,19766.29,2023-01-18,346,1
CUST103506,31,Pune,Business Owner,42971,568,Gold Loan,233763,24,10.92,10886.51,2024-09-27,0,0
CUST103507,43,Jaipur,Self-Employed,56098,642,Home Loan,1578961,240,11.32,16643.1,2023-02-28,204,1
CUST103508,58,Delhi,Self-Employed,19419,752,Gold Loan,89401,24,10.81,4158.91,2023-02-08,0,0
CUST103509,32,Bengaluru,Business Owner,56359,555,Personal Loan,144698,24,16.41,7113.24,2023-01-05,0,0
CUST103510,46,Pune,Self-Employed,32624,776,Gold Loan,66703,18,11.8,4061.49,2023-08-20,0,0
CUST103511,28,Bengaluru,Business Owner,58836,706,Home Loan,2081672,300,8.78,17156.78,2023-03-24,7,0
CUST103512,41,Kolkata,Salaried,54052,755,Personal Loan,181887,36,14.93,6298.94,2023-07-22,243,1
CUST103513,23,Kolkata,Salaried,29120,665,Business Loan,208157,36,12.78,6991.59,2024-10-10,207,1
CUST103514,36,Hyderabad,Self-Employed,35000,542,Home Loan,984752,300,11.42,9952.15,2023-09-15,0,0
CUST103515,21,Jaipur,Self-Employed,46664,645,Vehicle Loan,236603,60,13.12,5397.99,2024-11-15,181,1
CUST103516,40,Pune,Salaried,30355,697,Business Loan,138669,24,17.34,6878.79,2024-02-28,30,0
CUST103517,52,Delhi,Self-Employed,84518,586,Personal Loan,351357,36,15.62,12286.85,2023-02-12,0,0
CUST103518,26,Chennai,Self-Employed,61262,607,Gold Loan,276934,18,10.18,16654.81,2023-05-14,0,0
CUST103519,37,Hyderabad,Salaried,47789,705,Personal Loan,112845,12,18.84,10390.79,2023-06-07,0,0
CUST103520,36,Hyderabad,Self-Employed,31348,697,Vehicle Loan,243379,36,10.98,7965.61,2023-06-12,249,1
CUST103521,27,Delhi,Salaried,23395,786,Personal Loan,259011,48,14.46,7137.77,2023-10-17,7,0
CUST103522,28,Jaipur,Salaried,56091,660,Personal Loan,435570,36,15.76,15261.79,2024-11-07,0,0
CUST103523,22,Delhi,Business Owner,46338,663,Gold Loan,66067,18,12.3,4038.11,2024-11-12,263,1
CUST103524,30,Bengaluru,Self-Employed,74171,804,Personal Loan,197592,24,13.74,9462.71,2024-10-30,0,0
CUST103525,45,Jaipur,Business Owner,63071,692,Home Loan,2133647,180,11.14,24438.87,2024-04-04,30,0
CUST103526,26,Jaipur,Self-Employed,46448,633,Gold Loan,52843,6,11.27,9098.92,2023-03-19,0,0
CUST103527,47,Hyderabad,Salaried,58617,660,Personal Loan,164867,36,15.09,5722.44,2024-04-12,0,0
CUST103528,48,Chennai,Salaried,29392,802,Business Loan,317901,36,13.19,10740.46,2023-01-25,0,0
CUST103529,34,Pune,Salaried,65569,662,Personal Loan,350051,36,11.86,11603.31,2023-02-24,0,0
CUST103530,21,Jaipur,Self-Employed,66960,621,Gold Loan,74427,6,9.79,12761.1,2024-02-15,1,0
CUST103531,26,Lucknow,Salaried,73458,742,Home Loan,2386419,300,10.76,22976.72,2024-07-08,0,0
CUST103532,32,Kolkata,Self-Employed,49806,823,Business Loan,373796,36,12.86,12569.47,2023-08-16,0,0
CUST103533,35,Chennai,Salaried,68071,699,Home Loan,2088552,240,11.0,21557.79,2023-11-02,0,0
CUST103534,33,Jaipur,Salaried,129007,794,Home Loan,2521875,240,11.06,26133.56,2023-03-01,0,0
CUST103535,24,Hyderabad,Self-Employed,58707,703,Home Loan,1582636,300,10.23,14638.82,2024-01-15,0,0
CUST103536,42,Delhi,Self-Employed,78137,667,Personal Loan,189550,12,16.86,17275.27,2024-02-14,0,0
CUST103537,31,Hyderabad,Self-Employed,35000,648,Home Loan,829546,120,9.36,10670.64,2023-08-25,0,0
CUST103538,40,Bengaluru,Self-Employed,26593,650,Personal Loan,199708,36,17.36,7155.97,2023-06-03,0,0
CUST103539,23,Mumbai,Salaried,46827,637,Personal Loan,169751,36,12.66,5691.82,2023-09-17,0,0
CUST103540,40,Jaipur,Self-Employed,58998,616,Personal Loan,391562,36,17.0,13960.25,2024-10-29,1,0
CUST103541,56,Ahmedabad,Salaried,63323,583,Home Loan,1550744,120,10.51,20933.65,2023-08-22,0,0
CUST103542,28,Mumbai,Salaried,112340,567,Home Loan,2823551,240,10.92,28990.8,2023-01-31,1,0
CUST103543,43,Hyderabad,Business Owner,34783,613,Business Loan,451383,60,11.11,9838.94,2023-06-17,0,0
CUST103544,45,Lucknow,Self-Employed,35000,712,Home Loan,1033355,120,9.03,13106.89,2023-05-16,0,0
CUST103545,29,Bengaluru,Salaried,48712,645,Personal Loan,423395,36,13.43,14353.7,2024-05-01,0,0
CUST103546,47,Pune,Salaried,31751,900,Personal Loan,94666,24,18.2,4735.27,2024-04-13,0,0
CUST103547,43,Jaipur,Self-Employed,40202,706,Personal Loan,124730,36,16.92,4442.0,2023-01-02,1,0
CUST103548,31,Chennai,Self-Employed,35698,682,Personal Loan,80485,24,18.29,4029.43,2023-06-29,0,0
CUST103549,38,Lucknow,Salaried,25000,510,Business Loan,189109,36,15.35,6587.98,2023-01-18,0,0
CUST103550,48,Kolkata,Salaried,53368,473,Personal Loan,159669,24,17.09,7901.3,2023-10-27,0,0
CUST103551,36,Lucknow,Salaried,45339,560,Business Loan,377667,36,14.53,13005.19,2023-04-18,0,0
CUST103552,32,Bengaluru,Salaried,37319,851,Home Loan,890676,180,9.56,9332.93,2023-11-15,0,0
CUST103553,48,Lucknow,Salaried,55878,763,Home Loan,1162826,240,10.69,11758.21,2024-11-24,0,0
CUST103554,49,Chennai,Salaried,41564,549,Home Loan,1393616,180,10.94,15787.33,2023-09-09,0,0
CUST103555,32,Pune,Salaried,98316,598,Home Loan,3528082,300,9.93,31885.78,2024-05-29,0,0
CUST103556,28,Chennai,Business Owner,152117,769,Personal Loan,964405,36,15.18,33516.49,2024-04-29,0,0
CUST103557,46,Jaipur,Salaried,49101,657,Business Loan,565666,60,11.9,12554.36,2023-12-26,0,0
CUST103558,32,Jaipur,Salaried,60073,625,Gold Loan,102651,12,12.63,9150.7,2024-02-18,0,0
CUST103559,32,Pune,Business Owner,25683,690,Personal Loan,94587,48,14.86,2625.72,2023-02-16,357,1
CUST103560,34,Bengaluru,Self-Employed,24843,741,Vehicle Loan,150400,48,12.27,3980.58,2023-12-01,0,0
CUST103561,43,Pune,Self-Employed,53766,690,Personal Loan,166022,24,18.08,8294.92,2023-04-07,0,0
CUST103562,44,Ahmedabad,Salaried,45850,647,Home Loan,1521790,180,9.8,16167.54,2024-07-12,1,0
CUST103563,56,Delhi,Self-Employed,49956,656,Personal Loan,524013,48,11.87,13765.85,2023-06-11,0,0
CUST103564,28,Ahmedabad,Business Owner,50175,900,Personal Loan,268519,24,14.27,12926.65,2024-02-24,7,0
CUST103565,38,Pune,Salaried,161935,756,Home Loan,2333237,240,8.5,20248.37,2024-03-11,0,0
CUST103566,28,Bengaluru,Self-Employed,35000,787,Home Loan,1488604,240,9.21,13595.06,2023-03-18,0,0
CUST103567,27,Ahmedabad,Salaried,95365,574,Home Loan,1695547,180,10.3,18532.88,2023-01-14,30,0
CUST103568,37,Pune,Salaried,21922,808,Vehicle Loan,169402,36,13.46,5745.43,2023-09-01,0,0
CUST103569,31,Delhi,Self-Employed,60496,622,Personal Loan,357746,36,12.25,11925.05,2023-09-26,0,0
CUST103570,21,Hyderabad,Business Owner,40500,790,Personal Loan,92906,36,18.84,3398.05,2023-05-10,30,0
CUST103571,31,Chennai,Self-Employed,61694,677,Personal Loan,604973,36,17.17,21620.16,2023-10-28,0,0
CUST103572,28,Ahmedabad,Business Owner,56396,587,Personal Loan,445186,36,15.62,15568.03,2023-12-26,262,1
CUST103573,50,Kolkata,Salaried,37717,666,Home Loan,834055,240,9.34,7687.55,2023-12-13,118,1
CUST103574,43,Delhi,Salaried,25000,531,Business Loan,210420,24,13.66,10069.11,2024-10-18,249,1
CUST103575,21,Lucknow,Salaried,25000,763,Business Loan,306077,60,13.77,7085.43,2023-05-25,0,0
CUST103576,37,Hyderabad,Salaried,23733,663,Personal Loan,69814,48,11.89,1834.7,2024-08-08,0,0
CUST103577,46,Delhi,Salaried,119618,803,Business Loan,461699,24,15.0,22386.24,2024-05-24,0,0
CUST103578,37,Ahmedabad,Self-Employed,54341,884,Personal Loan,50462,24,14.57,2436.44,2023-07-20,0,0
CUST103579,50,Bengaluru,Salaried,27882,641,Personal Loan,108155,48,11.75,2834.88,2024-08-28,0,0
CUST103580,23,Lucknow,Salaried,79782,645,Gold Loan,87369,6,12.86,15112.53,2024-05-18,0,0
CUST103581,45,Hyderabad,Salaried,91165,652,Business Loan,1129124,60,13.81,26161.65,2023-09-29,274,1
CUST103582,51,Lucknow,Business Owner,44874,566,Gold Loan,52528,12,10.65,4633.94,2024-02-21,0,0
CUST103583,30,Pune,Self-Employed,77609,712,Personal Loan,214359,12,17.61,19612.67,2024-02-28,7,0
CUST103584,55,Mumbai,Self-Employed,65026,629,Business Loan,338565,24,13.22,16131.01,2024-01-18,30,0
CUST103585,42,Bengaluru,Salaried,66379,613,Business Loan,411691,24,13.94,19754.8,2023-10-13,0,0
CUST103586,37,Hyderabad,Business Owner,38095,648,Home Loan,661899,120,10.81,9046.62,2023-11-24,0,0
CUST103587,34,Lucknow,Self-Employed,95082,785,Personal Loan,619579,48,17.38,18000.02,2024-10-31,0,0
CUST103588,40,Jaipur,Business Owner,62439,730,Personal Loan,284717,24,17.82,14189.49,2024-05-13,0,0
CUST103589,35,Hyderabad,Salaried,74041,663,Personal Loan,334321,12,16.54,30418.73,2023-09-09,0,0
CUST103590,44,Jaipur,Self-Employed,31892,674,Business Loan,89286,12,16.37,8116.64,2024-04-16,0,0
CUST103591,34,Pune,Salaried,58595,674,Business Loan,683889,60,17.9,17329.1,2023-04-29,0,0
CUST103592,38,Hyderabad,Business Owner,88926,732,Gold Loan,513039,18,10.9,31024.65,2024-08-30,0,0
CUST103593,50,Chennai,Salaried,41769,644,Personal Loan,531054,48,13.08,14267.94,2024-09-25,0,0
CUST103594,60,Lucknow,Business Owner,35000,773,Home Loan,644827,120,9.55,8361.57,2024-04-01,15,0
CUST103595,23,Hyderabad,Self-Employed,27061,510,Personal Loan,56067,48,13.77,1525.65,2024-08-29,0,0
CUST103596,47,Bengaluru,Salaried,43940,610,Business Loan,243047,24,14.06,11676.28,2023-12-16,0,0
CUST103597,56,Chennai,Business Owner,27513,567,Personal Loan,134905,36,16.33,4764.87,2024-03-18,30,0
CUST103598,21,Ahmedabad,Self-Employed,95041,734,Business Loan,309838,12,15.68,28064.97,2023-01-10,212,1
CUST103599,30,Pune,Business Owner,87843,591,Business Loan,367162,24,16.48,18061.72,2023-08-04,1,0
CUST103600,36,Chennai,Business Owner,15000,457,Gold Loan,32046,6,12.79,5542.0,2023-10-26,155,1
CUST103601,21,Jaipur,Self-Employed,41419,567,Home Loan,1500001,180,9.03,15240.79,2024-01-12,0,0
CUST103602,23,Chennai,Business Owner,53205,797,Personal Loan,249051,48,17.58,7261.33,2024-02-01,30,0
CUST103603,33,Lucknow,Self-Employed,25000,669,Business Loan,77578,12,11.58,6877.48,2023-02-26,0,0
CUST103604,32,Jaipur,Self-Employed,35000,705,Home Loan,621129,120,10.5,8381.2,2023-08-26,269,1
CUST103605,38,Kolkata,Self-Employed,74694,766,Home Loan,1515079,120,11.1,20956.07,2024-04-17,0,0
CUST103606,51,Jaipur,Business Owner,65635,673,Personal Loan,64229,12,13.46,5750.63,2024-02-02,165,1
CUST103607,49,Kolkata,Salaried,43642,601,Gold Loan,145485,18,12.16,8882.79,2023-11-30,0,0
CUST103608,29,Hyderabad,Self-Employed,72999,801,Home Loan,1448287,180,10.61,16108.26,2023-12-22,0,0
CUST103609,36,Lucknow,Salaried,46006,638,Personal Loan,146409,12,15.67,13260.96,2024-09-03,0,0
CUST103610,35,Bengaluru,Self-Employed,77801,650,Gold Loan,355480,24,10.31,16454.51,2023-11-16,30,0
CUST103611,52,Pune,Salaried,51395,665,Gold Loan,165097,12,10.79,14575.38,2023-02-26,0,0
CUST103612,21,Bengaluru,Salaried,78230,566,Personal Loan,220515,12,12.75,19669.94,2024-01-03,0,0
CUST103613,41,Jaipur,Self-Employed,78200,616,Vehicle Loan,899925,60,13.46,20688.6,2023-09-29,0,0
CUST103614,32,Lucknow,Business Owner,47735,621,Personal Loan,167541,36,12.26,5585.59,2023-01-14,0,0
CUST103615,45,Mumbai,Salaried,44720,650,Vehicle Loan,406003,60,10.95,8817.37,2024-10-28,0,0
CUST103616,33,Pune,Self-Employed,30682,673,Personal Loan,52892,12,12.17,4703.6,2023-02-14,217,1
CUST103617,51,Lucknow,Business Owner,58024,724,Personal Loan,134486,12,15.8,12189.31,2023-10-03,0,0
CUST103618,30,Pune,Salaried,42881,795,Personal Loan,236307,24,17.29,11716.51,2024-03-24,0,0
CUST103619,22,Bengaluru,Self-Employed,52944,545,Home Loan,1535117,120,11.28,21390.28,2023-12-31,0,0
CUST103620,31,Chennai,Salaried,50131,731,Personal Loan,156598,24,14.07,7523.9,2024-03-14,0,0
CUST103621,21,Chennai,Self-Employed,113926,759,Personal Loan,103068,12,18.42,9469.89,2024-09-27,0,0
CUST103622,37,Pune,Salaried,52989,691,Home Loan,1531191,180,10.93,17336.22,2023-05-07,0,0
CUST103623,36,Ahmedabad,Self-Employed,32676,581,Personal Loan,133585,36,17.42,4790.64,2023-11-16,0,0
CUST103624,41,Ahmedabad,Self-Employed,46458,756,Gold Loan,115571,18,10.96,6992.05,2024-01-22,0,0
CUST103625,38,Lucknow,Business Owner,76927,718,Business Loan,311838,60,13.66,7201.07,2023-11-09,0,0
CUST103626,33,Bengaluru,Salaried,27490,664,Personal Loan,79812,48,14.55,2203.06,2023-04-20,0,0
CUST103627,41,Chennai,Self-Employed,90717,641,Home Loan,1920626,120,9.31,24653.07,2023-01-09,0,0
CUST103628,30,Delhi,Salaried,79241,693,Business Loan,472756,24,14.06,22711.78,2024-03-27,0,0
CUST103629,52,Pune,Business Owner,59977,773,Gold Loan,73522,18,11.26,4458.29,2023-07-28,0,0
CUST103630,43,Kolkata,Salaried,68224,690,Home Loan,2562693,240,10.49,25568.2,2023-11-13,0,0
CUST103631,47,Lucknow,Salaried,114859,605,Vehicle Loan,798168,36,12.11,26552.55,2023-04-21,0,0
CUST103632,32,Kolkata,Salaried,52128,772,Personal Loan,452598,48,13.35,12220.84,2023-01-09,0,0
CUST103633,38,Mumbai,Self-Employed,87727,764,Personal Loan,511017,36,17.48,18341.46,2023-07-04,0,0
CUST103634,35,Bengaluru,Business Owner,82822,750,Vehicle Loan,195818,36,10.35,6350.72,2023-05-12,0,0
CUST103635,42,Chennai,Salaried,37986,846,Business Loan,303108,60,12.03,6747.07,2023-07-20,30,0
CUST103636,30,Mumbai,Self-Employed,102696,659,Personal Loan,105309,12,17.65,9637.2,2024-05-19,0,0
CUST103637,43,Mumbai,Salaried,35299,814,Business Loan,236742,36,13.48,8031.62,2024-01-04,0,0
CUST103638,37,Chennai,Self-Employed,38603,747,Home Loan,1349540,300,11.0,13227.02,2024-08-12,0,0
CUST103639,47,Ahmedabad,Business Owner,39481,628,Home Loan,799862,120,9.77,10468.63,2024-07-23,0,0
CUST103640,42,Delhi,Salaried,23147,674,Personal Loan,52739,12,12.2,4690.73,2024-06-12,0,0
CUST103641,39,Hyderabad,Salaried,60018,703,Home Loan,1366554,300,10.7,13098.44,2023-12-04,0,0
CUST103642,34,Chennai,Self-Employed,25299,757,Gold Loan,38807,6,10.04,6658.55,2024-09-16,0,0
CUST103643,43,Mumbai,Salaried,51265,795,Gold Loan,60866,24,12.31,2873.99,2023-07-28,0,0
CUST103644,46,Hyderabad,Business Owner,35000,847,Home Loan,1162981,240,10.99,11996.24,2023-07-04,0,0
CUST103645,63,Pune,Salaried,61303,666,Business Loan,736895,60,13.96,17130.98,2023-08-08,0,0
CUST103646,36,Hyderabad,Business Owner,85235,546,Personal Loan,378367,48,17.54,11023.79,2023-11-20,0,0
CUST103647,50,Lucknow,Salaried,52452,715,Gold Loan,58722,6,10.52,10089.48,2024-08-25,0,0
CUST103648,42,Kolkata,Salaried,107780,789,Gold Loan,509259,24,9.61,23408.16,2024-09-21,358,1
CUST103649,32,Mumbai,Salaried,55941,770,Home Loan,1554015,180,9.17,15919.4,2023-06-19,0,0
CUST103650,40,Hyderabad,Self-Employed,52529,574,Personal Loan,320487,24,15.08,15551.52,2024-07-16,0,0
CUST103651,36,Bengaluru,Self-Employed,44548,723,Business Loan,200164,12,13.02,17879.98,2023-11-11,160,1
CUST103652,52,Ahmedabad,Self-Employed,189163,567,Gold Loan,474492,18,10.26,28553.44,2024-06-29,0,0
CUST103653,25,Jaipur,Salaried,37307,623,Personal Loan,141453,48,16.7,4059.71,2024-02-14,0,0
CUST103654,41,Bengaluru,Salaried,42010,526,Business Loan,310581,24,13.77,14878.17,2024-10-07,1,0
CUST103655,38,Pune,Salaried,35000,480,Home Loan,1219335,240,9.3,11207.03,2024-10-25,91,1
CUST103656,46,Pune,Self-Employed,69822,704,Home Loan,2345567,300,10.96,22921.41,2023-02-17,212,1
CUST103657,25,Kolkata,Self-Employed,42984,683,Personal Loan,415300,48,18.73,12358.43,2023-04-17,30,0
CUST103658,45,Pune,Salaried,75958,702,Personal Loan,126289,12,16.06,11461.9,2023-01-14,0,0
CUST103659,62,Lucknow,Self-Employed,27261,557,Personal Loan,61663,48,12.16,1628.67,2024-03-27,144,1
CUST103660,31,Lucknow,Salaried,47120,645,Home Loan,2038547,300,8.67,16649.13,2024-07-06,0,0
CUST103661,21,Kolkata,Self-Employed,32464,579,Vehicle Loan,190970,36,13.93,6520.41,2024-06-12,0,0
CUST103662,51,Mumbai,Salaried,36772,696,Vehicle Loan,166786,24,11.8,7835.63,2023-03-03,0,0
CUST103663,21,Mumbai,Business Owner,74593,670,Vehicle Loan,152894,48,12.48,4062.41,2024-05-11,0,0
CUST103664,40,Pune,Business Owner,38327,747,Home Loan,1732597,300,9.05,14599.26,2023-10-10,0,0
CUST103665,47,Pune,Self-Employed,69840,587,Home Loan,2541832,300,8.63,20690.68,2023-08-19,0,0
CUST103666,60,Chennai,Salaried,56191,705,Personal Loan,104362,24,16.21,5120.37,2023-05-23,0,0
CUST103667,39,Bengaluru,Self-Employed,41000,720,Home Loan,1355811,120,8.59,16875.45,2023-03-30,0,0
CUST103668,28,Lucknow,Business Owner,47788,900,Home Loan,802158,120,9.19,10244.07,2024-05-28,0,0
CUST103669,55,Mumbai,Self-Employed,23317,587,Personal Loan,61317,24,17.34,3041.68,2024-03-10,0,0
CUST103670,46,Kolkata,Salaried,29053,649,Personal Loan,240387,36,16.55,8516.71,2024-06-23,0,0
CUST103671,33,Delhi,Salaried,22185,640,Gold Loan,51106,6,12.86,8839.99,2024-11-21,0,0
CUST103672,28,Jaipur,Self-Employed,48738,580,Home Loan,1092259,180,10.18,11858.04,2024-02-06,280,1
CUST103673,37,Mumbai,Salaried,68150,747,Vehicle Loan,381023,36,12.46,12739.29,2024-10-21,297,1
CUST103674,27,Lucknow,Business Owner,43333,703,Business Loan,308864,24,17.48,15342.27,2024-08-24,107,1
CUST103675,23,Jaipur,Salaried,145017,644,Personal Loan,81693,24,17.94,4076.08,2023-08-23,0,0
CUST103676,47,Pune,Self-Employed,116007,589,Personal Loan,933060,48,11.53,24356.28,2023-04-13,0,0
CUST103677,41,Bengaluru,Salaried,56840,608,Home Loan,881689,120,10.33,11813.3,2023-11-01,0,0
CUST103678,21,Lucknow,Self-Employed,63448,899,Business Loan,351863,24,15.56,17154.42,2023-03-11,236,1
CUST103679,45,Pune,Salaried,22185,724,Personal Loan,120896,24,12.15,5699.47,2023-01-14,0,0
CUST103680,53,Lucknow,Business Owner,59950,726,Personal Loan,425362,48,17.77,12443.94,2024-05-12,0,0
CUST103681,37,Jaipur,Business Owner,20000,539,Vehicle Loan,162353,48,11.64,4246.74,2024-11-21,280,1
CUST103682,42,Jaipur,Business Owner,44338,664,Personal Loan,145526,48,18.24,4293.1,2023-07-21,0,0
CUST103683,23,Ahmedabad,Self-Employed,83942,710,Personal Loan,519886,24,14.72,25138.42,2024-02-07,0,0
CUST103684,27,Bengaluru,Salaried,49840,598,Vehicle Loan,421504,36,9.9,13580.97,2024-05-30,0,0
CUST103685,64,Bengaluru,Salaried,43578,765,Vehicle Loan,238039,36,13.7,8100.97,2024-03-24,0,0
CUST103686,41,Kolkata,Business Owner,34148,815,Business Loan,118339,12,17.96,10847.07,2024-09-30,0,0
CUST103687,28,Bengaluru,Salaried,76154,679,Business Loan,347299,12,13.85,31158.47,2024-08-10,94,1
CUST103688,30,Delhi,Self-Employed,66576,731,Business Loan,984837,60,14.52,23181.8,2023-12-07,0,0
CUST103689,34,Pune,Salaried,55828,757,Gold Loan,323985,18,12.88,19889.96,2024-05-25,0,0
CUST103690,39,Chennai,Self-Employed,51145,706,Business Loan,140360,12,14.45,12632.26,2023-07-01,0,0
CUST103691,46,Kolkata,Business Owner,28192,684,Personal Loan,62479,12,13.93,5607.75,2024-02-24,0,0
CUST103692,33,Mumbai,Salaried,45958,671,Vehicle Loan,181810,36,9.79,5848.59,2024-04-29,0,0
CUST103693,33,Lucknow,Salaried,18723,583,Gold Loan,38074,6,12.86,6585.8,2023-10-23,0,0
CUST103694,43,Delhi,Business Owner,81401,729,Personal Loan,492287,48,14.97,13693.23,2023-08-16,0,0
CUST103695,46,Jaipur,Salaried,58098,710,Gold Loan,245768,18,10.54,14821.29,2023-10-29,0,0
CUST103696,36,Lucknow,Salaried,20000,614,Personal Loan,69288,24,17.58,3445.1,2023-04-07,0,0
CUST103697,51,Hyderabad,Salaried,35000,587,Home Loan,637970,120,10.27,8526.49,2024-06-09,0,0
CUST103698,29,Pune,Salaried,60559,629,Personal Loan,112907,12,11.87,10024.79,2024-05-02,0,0
CUST103699,29,Hyderabad,Self-Employed,137365,655,Home Loan,1592188,120,8.72,19928.69,2023-03-08,0,0
CUST103700,31,Ahmedabad,Salaried,66116,656,Vehicle Loan,438359,60,11.97,9744.41,2024-10-30,0,0
CUST103701,41,Kolkata,Salaried,48713,673,Personal Loan,544121,48,13.73,14795.32,2024-02-27,0,0
CUST103702,46,Lucknow,Salaried,45658,675,Home Loan,1027695,240,8.85,9147.53,2024-05-08,30,0
CUST103703,37,Chennai,Self-Employed,68216,559,Personal Loan,131781,48,15.66,3711.8,2023-05-20,0,0
CUST103704,26,Delhi,Business Owner,129470,440,Business Loan,348495,12,13.33,31180.61,2023-02-28,0,0
CUST103705,40,Delhi,Salaried,51751,664,Home Loan,2264035,240,10.61,22771.21,2024-04-11,0,0
CUST103706,53,Pune,Salaried,35000,764,Home Loan,769280,120,10.46,10363.06,2023-09-04,0,0
CUST103707,31,Bengaluru,Business Owner,60152,712,Home Loan,1520497,240,10.24,14915.72,2024-04-28,0,0
CUST103708,41,Hyderabad,Salaried,71566,772,Vehicle Loan,363691,24,13.03,17295.66,2024-03-15,0,0
CUST103709,21,Chennai,Business Owner,167801,692,Gold Loan,652916,24,10.67,30331.07,2024-03-04,0,0
CUST103710,32,Lucknow,Salaried,60920,708,Gold Loan,53576,6,11.36,9227.51,2023-05-30,0,0
CUST103711,41,Delhi,Self-Employed,94611,753,Home Loan,1869655,240,10.98,19272.92,2023-11-17,0,0
CUST103712,36,Chennai,Salaried,24192,689,Vehicle Loan,310133,48,10.02,7868.75,2023-06-05,0,0
CUST103713,34,Jaipur,Salaried,66916,584,Gold Loan,273023,18,10.31,16435.96,2023-07-21,30,0
CUST103714,43,Delhi,Salaried,80350,735,Business Loan,303617,12,12.85,27096.88,2024-01-03,0,0
CUST103715,34,Delhi,Salaried,43815,518,Home Loan,1904484,300,10.44,17900.24,2024-03-29,0,0
